2023-6-7 2023-6-8 2023-7-5 2023-7-8 2023-7-9 2023-7-10
Andrew Sprague	['92', '92', '92', '92', '92', '92']	['92', '92', '92', '92', '92', '92']	['81', '81', '82', '82', '82', '82']	['5.8', '5.8', '5.0', '5.8', '5.8', '5.8']	OT	Kansas City	MO	True	Michigan Wolverines	
Anelu Lafaele	['88', '88', '88', '88', '88', '86']	['90', '90', '90', '90', '90', '90']	['-', '-', '-', '-', '-', '-']	['5.7', '5.7', '5.0', '5.7', '5.7', '5.7']	EDGE	Honolulu	HI	False	False	
Aneyas Williams	['90', '90', '90', '90', '90', '90']	['90', '90', '90', '90', '90', '90']	['80', '80', '80', '80', '80', '80']	['5.9', '5.9', '5.0', '5.9', '5.9', '5.9']	RB	Hannibal	MO	True	Notre Dame Fighting Irish	
Antavious Murphy	['-', '-', '-', '89', '89', '89']	['-', '-', '-', '85', '85', '85']	['-', '-', '-', '-', '-', '-']	['-', '-', '-', '-', '-', '-']	WR	Bainbridge	GA	False	False	
Anthonie Knapp	['91', '91', '91', '91', '91', '91']	['88', '88', '88', '88', '88', '88']	['78', '78', '78', '78', '78', '78']	['5.7', '5.7', '5.0', '5.7', '5.7', '5.7']	IOL	Roswell	GA	True	Notre Dame Fighting Irish	
Anthony Carrie	['89', '89', '89', '89', '89', '89']	['89', '89', '89', '89', '89', '89']	['80', '80', '79', '79', '79', '79']	['5.9', '5.9', '5.0', '5.9', '5.9', '5.9']	RB	Tampa	FL	False	False	
Anthony Maddox	['-', '-', '88', '88', '88', '87']	['-', '-', '87', '87', '87', '87']	['-', '-', '82', '82', '82', '82']	['-', '-', '5.0', '5.8', '5.8', '5.8']	QB	Hattiesburg	MS	True	Texas Am Aggies	
Anthony Reddick	['-', '-', '88', '88', '88', '87']	['-', '-', '86', '86', '86', '86']	['-', '-', '-', '-', '-', '-']	['-', '-', '5.0', '5.7', '5.7', '5.7']	EDGE	Hampton	VA	True	Maryland Terrapins	
Anthony Robinson	['88', '88', '88', '88', '88', '88']	['89', '89', '89', '89', '89', '89']	['-', '-', '79', '79', '79', '79']	['-', '-', '5.0', '5.7', '5.7', '5.7']	S	Destrehan	LA	False	False	
Anthony Speca	['88', '88', '88', '88', '88', '88']	['89', '89', '89', '89', '89', '89']	['79', '79', '79', '79', '79', '79']	['5.8', '5.8', '5.0', '5.8', '5.8', '5.8']	LB	Pittsburgh	PA	True	Penn State Nittany Lions	
Antoine Belgrave-Shorter	['-', '-', '88', '88', '88', '88']	['-', '-', '87', '87', '87', '87']	['-', '-', '77', '77', '77', '77']	['-', '-', '5.0', '5.7', '5.7', '5.7']	CB	Jacksonville	FL	True	Penn State Nittany Lions	
Antonio White	['-', '-', '82', '82', '82', '82']	['-', '-', '88', '88', '88', '88']	['-', '-', '79', '79', '79', '79']	['-', '-', '5.0', '5.7', '5.7', '5.7']	WR	Lilburn	GA	True	Rutgers Scarlet Knights	
Antwan Smith	['-', '-', '-', '-', '-', '88']	['-', '-', '-', '-', '-', '88']	['-', '-', '-', '-', '-', '-']	['-', '-', '-', '-', '-', '5.5']	LB	Atlanta	GA	True	Kentucky Wildcats	
Artavius Jones	['91', '91', '91', '91', '91', '91']	['92', '92', '92', '92', '92', '92']	['84', '84', '84', '84', '84', '84']	['5.7', '5.7', '5.0', '5.7', '5.7', '5.7']	DL	Blountstown	FL	False	False	
Asaad Brown	['-', '-', '87', '87', '87', '87']	['-', '-', '87', '87', '87', '87']	['-', '-', '78', '79', '79', '79']	['-', '-', '5.0', '5.8', '5.8', '5.8']	CB	Portsmouth	VA	True	Nc State Wolfpack	
Ashton Bethel-Roman	['93', '93', '93', '93', '93', '92']	['93', '93', '93', '93', '93', '93']	['82', '82', '82', '82', '82', '82']	['5.7', '5.7', '5.0', '5.8', '5.8', '5.8']	WR	Missouri City	TX	False	False	
Ashton Funk	['90', '90', '90', '90', '90', '89']	['89', '89', '89', '89', '89', '89']	['83', '83', '83', '83', '83', '83']	['5.9', '5.9', '5.0', '5.9', '5.9', '5.9']	IOL	Katy	TX	True	Texas Am Aggies	
Ashton Hampton	['-', '-', '86', '86', '86', '86']	['-', '-', '87', '87', '87', '87']	['-', '-', '78', '78', '78', '78']	['-', '-', '5.0', '5.8', '5.8', '5.8']	ATH	Tallahassee	FL	False	False	
Ashton Murphy	['-', '-', '-', '-', '-', '87']	['-', '-', '-', '-', '-', '88']	['-', '-', '-', '-', '-', '77']	['-', '-', '-', '-', '-', '5.5']	DL	Elkhorn	NE	True	Nebraska Cornhuskers	
Ashton Williams	['-', '-', '-', '87', '87', '87']	['-', '-', '-', '-', '-', '-']	['-', '-', '-', '-', '-', '-']	['-', '-', '-', '5.0', '5.7', '5.7']	S	Trophy Club	TX	False	False	
Ashton Woods	['90', '90', '90', '90', '90', '88']	['86', '86', '86', '86', '86', '86']	['-', '-', '77', '77', '77', '77']	['5.8', '5.8', '5.0', '5.8', '5.8', '5.8']	LB	Marietta	GA	False	False	
Austin Alexander	['91', '91', '91', '91', '91', '91']	['89', '89', '89', '89', '89', '89']	['80', '80', '80', '80', '80', '80']	['5.6', '5.6', '5.0', '5.6', '5.6', '5.6']	CB	Hazel Crest	IL	False	False	
Aydin Breland	['94', '94', '94', '94', '94', '96']	['98', '98', '98', '98', '98', '98']	['86', '86', '86', '86', '86', '86']	['5.9', '5.9', '5.0', '5.9', '5.9', '5.9']	DL	Santa Ana	CA	False	False	
BJ Canady	['-', '-', '88', '88', '88', '88']	['-', '-', '88', '88', '88', '88']	['-', '-', '-', '-', '-', '-']	['-', '-', '5.0', '5.7', '5.7', '5.7']	DL	Topeka	KS	False	False	
BJ Gibson	['89', '89', '89', '89', '89', '89']	['89', '89', '89', '89', '89', '89']	['80', '80', '80', '80', '80', '80']	['5.8', '5.8', '5.0', '5.8', '5.8', '5.8']	WR	Rochelle	GA	True	Florida State Seminoles	
Barry Walker	['-', '-', '87', '87', '87', '86']	['-', '-', '89', '89', '89', '89']	['-', '-', '79', '79', '79', '79']	['-', '-', '5.0', '5.7', '5.7', '5.7']	OT	Cordele	GA	False	False	
Ben Grice	['-', '-', '86', '86', '86', '86']	['-', '-', '87', '87', '87', '87']	['-', '-', '77', '77', '77', '77']	['-', '-', '5.0', '5.7', '5.7', '5.7']	WR	College Park	GA	True	Wake Forest Demon Deacons	
Ben Roebuck	['-', '-', '87', '87', '87', '87']	['-', '-', '89', '89', '89', '89']	['-', '-', '79', '79', '79', '79']	['-', '-', '5.0', '5.8', '5.8', '5.8']	OT	Lakewood	OH	True	Michigan Wolverines	
Benedict Umeh	['96', '96', '96', '96', '96', '95']	['91', '91', '91', '91', '91', '91']	['84', '84', '84', '84', '84', '84']	['5.9', '5.9', '5.0', '5.9', '5.9', '5.9']	DL	Toronto	ON	False	False	
Benjamin York	['-', '-', '88', '88', '88', '88']	['-', '-', '86', '86', '86', '86']	['-', '-', '-', '-', '-', '-']	['-', '-', '5.0', '5.6', '5.6', '5.6']	OT	Burke	VA	True	Virginia Cavaliers	
Bennett Warren	['90', '90', '90', '90', '90', '90']	['93', '93', '93', '93', '93', '93']	['84', '84', '84', '84', '84', '84']	['5.7', '5.7', '5.0', '5.8', '5.8', '5.8']	OT	Sugar Land	TX	False	False	
Bernard Causey	['-', '-', '87', '87', '87', '87']	['-', '-', '86', '86', '86', '86']	['-', '-', '76', '76', '76', '76']	['-', '-', '5.0', '5.6', '5.6', '5.6']	CB	New Orleans	LA	True	Ole Miss Rebels	
Blake Barnett	['-', '-', '88', '88', '88', '88']	['-', '-', '86', '86', '86', '86']	['-', '-', '78', '78', '78', '78']	['-', '-', '5.0', '5.6', '5.6', '5.6']	QB	Erie	CO	True	Kansas State Wildcats	
Blake Franks	['-', '-', '88', '88', '88', '88']	['-', '-', '88', '88', '88', '88']	['-', '-', '79', '79', '79', '79']	['-', '-', '5.0', '5.8', '5.8', '5.8']	IOL	Greenville	SC	True	South Carolina Gamecocks	
Blake Frazier	['91', '91', '91', '91', '91', '91']	['90', '90', '90', '90', '90', '90']	['79', '79', '81', '81', '81', '81']	['5.9', '5.9', '5.0', '5.9', '5.9', '5.9']	OT	Austin	TX	True	Michigan Wolverines	
Blake Ivy	['93', '93', '93', '93', '93', '93']	['92', '92', '92', '92', '92', '92']	['83', '83', '83', '83', '83', '83']	['5.8', '5.8', '5.0', '5.8', '5.8', '5.8']	IOL	League City	TX	False	False	
Blake Tabaracci	['-', '-', '-', '89', '89', '89']	['-', '-', '-', '86', '86', '86']	['-', '-', '-', '79', '79', '79']	['-', '-', '-', '5.0', '5.6', '5.6']	LB	Park City	UT	True	Ucla Bruins	
Bo Tate	['-', '-', '-', '-', '88', '88']	['-', '-', '-', '-', '82', '82']	['-', '-', '-', '-', '-', '-']	['-', '-', '-', '-', '5.7', '5.7']	LB	Salt Lake City	UT	True	Baylor Bears	
Bobby Kennedy	['-', '-', '88', '88', '88', '86']	['-', '-', '88', '88', '88', '88']	['-', '-', '-', '-', '-', '-']	['-', '-', '5.0', '5.6', '5.6', '5.6']	CB	New Orleans	LA	False	False	
Bodey McCaslin	['-', '-', '89', '89', '89', '89']	['-', '-', '88', '88', '88', '88']	['-', '-', '79', '79', '79', '79']	['-', '-', '5.0', '5.6', '5.6', '5.6']	OT	Saint Charles	IL	True	Iowa Hawkeyes	
Bodie Kahoun	['89', '89', '89', '89', '89', '89']	['88', '88', '88', '88', '88', '88']	['78', '78', '78', '78', '78', '78']	['5.8', '5.8', '5.0', '5.8', '5.8', '5.8']	LB	Roanoke	VA	True	Notre Dame Fighting Irish	
Boo Carter	['90', '90', '90', '90', '90', '90']	['89', '89', '89', '89', '89', '89']	['81', '81', '81', '81', '81', '81']	['5.9', '5.9', '6.0', '6.0', '6.0', '6.0']	ATH	Chattanooga	TN	False	False	
Booker Pickett	['92', '92', '92', '92', '92', '90']	['90', '90', '90', '90', '90', '90']	['85', '85', '82', '82', '82', '82']	['5.8', '5.8', '5.0', '5.8', '5.8', '5.8']	EDGE	Tampa	FL	False	False	
Bradley Shaw	['91', '91', '91', '91', '91', '91']	['94', '94', '94', '94', '94', '94']	['82', '82', '82', '82', '82', '82']	['5.7', '5.7', '5.0', '5.8', '5.8', '5.8']	LB	Hoover	AL	False	False	
Bradley Smith	['-', '-', '85', '85', '85', '85']	['-', '-', '86', '86', '86', '86']	['-', '-', '79', '79', '79', '79']	['-', '-', '5.0', '5.7', '5.7', '5.7']	IOL	Newnan	GA	True	Duke Blue Devils	
Brady Prieskorn	['93', '93', '93', '93', '93', '93']	['91', '91', '92', '92', '92', '92']	['84', '84', '84', '84', '84', '84']	['5.9', '5.9', '5.0', '5.9', '5.9', '5.9']	TE	Rochester	MI	True	Michigan Wolverines	
Brandon Baker	['96', '96', '96', '96', '96', '95']	['98', '98', '98', '98', '98', '98']	['85', '85', '86', '86', '86', '86']	['5.9', '5.9', '6.0', '6.0', '6.0', '6.0']	OT	Santa Ana	CA	False	False	
Brandon Booker	['-', '-', '88', '88', '88', '87']	['-', '-', '87', '87', '87', '87']	['-', '-', '78', '78', '78', '78']	['-', '-', '5.0', '5.7', '5.7', '5.7']	LB	DeSoto	TX	True	Stanford Cardinal	
Brandon Davis-Swain	['88', '88', '88', '88', '88', '88']	['90', '90', '90', '90', '90', '90']	['82', '82', '82', '82', '82', '82']	['6.0', '6.0', '5.0', '5.9', '5.9', '5.9']	DL	West Bloomfield	MI	False	False	
Brandon Heyward	['-', '-', '86', '86', '86', '86']	['-', '-', '86', '86', '86', '86']	['-', '-', '75', '75', '75', '75']	['-', '-', '5.0', '5.8', '5.8', '5.8']	WR	Oak Ridge	TN	False	False	
Brandon Hood	['-', '-', '89', '89', '89', '88']	['-', '-', '87', '87', '87', '87']	['-', '-', '81', '81', '81', '81']	['-', '-', '5.0', '5.6', '5.6', '5.6']	RB	McDonough	GA	False	False	
Brandon Jacob	['92', '92', '92', '92', '92', '92']	['91', '91', '91', '91', '91', '91']	['83', '83', '83', '83', '83', '83']	['5.8', '5.8', '5.0', '5.8', '5.8', '5.8']	S	Orlando	FL	False	False	
Brandon Jones	['-', '-', '-', '88', '88', '88']	['-', '-', '-', '85', '85', '85']	['-', '-', '-', '76', '75', '75']	['-', '-', '-', '5.0', '5.7', '5.7']	LB	Dallas	TX	True	North Texas Mean Green	
Brandon Nicholson	['-', '-', '88', '88', '88', '87']	['-', '-', '87', '87', '87', '87']	['-', '-', '79', '79', '79', '79']	['-', '-', '5.0', '5.6', '5.6', '5.6']	CB	Memphis	TN	True	Stanford Cardinal	
Brandon Rehmann	['-', '-', '87', '87', '87', '87']	['-', '-', '87', '87', '87', '87']	['-', '-', '77', '77', '77', '77']	['-', '-', '5.0', '5.8', '5.8', '5.8']	WR	Philadelphia	PA	True	West Virginia Mountaineers	
Brandon Winton Jr.	['-', '-', '88', '88', '88', '87']	['-', '-', '88', '88', '88', '88']	['-', '-', '78', '78', '78', '78']	['-', '-', '5.0', '5.6', '5.6', '5.6']	WR	Knoxville	TN	True	Usf Bulls	
Brayden Platt	['89', '89', '89', '89', '89', '89']	['93', '93', '93', '93', '93', '93']	['81', '81', '82', '82', '82', '82']	['5.7', '5.7', '5.0', '5.7', '5.7', '5.7']	LB	Yelm	WA	False	False	
Braydon Lee	['89', '89', '89', '89', '89', '88']	['88', '88', '88', '88', '88', '88']	['82', '82', '80', '80', '80', '80']	['5.9', '5.9', '5.0', '5.9', '5.9', '5.9']	CB	Springdale	MD	True	South Carolina Gamecocks	
Braylen Russell	['90', '90', '90', '90', '90', '89']	['90', '90', '90', '90', '90', '90']	['81', '81', '81', '81', '81', '81']	['5.8', '5.8', '5.0', '5.8', '5.8', '5.8']	RB	Benton	AR	False	False	
Braylon Burnside	['91', '91', '91', '91', '91', '90']	['90', '90', '90', '90', '90', '90']	['83', '83', '82', '82', '82', '82']	['5.8', '5.8', '5.0', '5.8', '5.8', '5.8']	WR	Starkville	MS	False	False	
Braylon Conley	['-', '-', '89', '89', '89', '87']	['-', '-', '87', '87', '87', '87']	['-', '-', '79', '79', '79', '79']	['-', '-', '5.0', '5.8', '5.8', '5.8']	S	Humble	TX	True	Usc Trojans	
Braylon Staley	['92', '92', '92', '92', '92', '93']	['92', '92', '92', '92', '92', '92']	['81', '81', '81', '81', '81', '81']	['5.7', '5.7', '5.0', '5.8', '5.8', '5.8']	WR	Aiken	SC	False	False	
Brayshon Williams	['90', '90', '90', '90', '90', '86']	['86', '86', '86', '86', '86', '86']	['80', '80', '80', '80', '80', '80']	['5.8', '5.8', '5.0', '5.8', '5.8', '5.8']	S	Lakeland	FL	False	False	
Bredell Richardson	['90', '90', '90', '90', '90', '88']	['88', '88', '88', '88', '88', '88']	['80', '80', '80', '80', '80', '80']	['5.9', '5.9', '5.0', '5.9', '5.9', '5.9']	WR	Tampa	FL	False	False	
Brendan Zurbrugg	['-', '-', '-', '-', '-', '87']	['-', '-', '-', '-', '-', '85']	['-', '-', '-', '-', '-', '-']	['-', '-', '-', '-', '-', '-']	QB	Alliance	OH	True	Northwestern Wildcats	
Brett Carroll	['-', '-', '-', '-', '-', '-']	['-', '-', '88', '88', '88', '88']	['-', '-', '77', '77', '77', '77']	['-', '-', '5.0', '5.6', '5.6', '5.6']	OT	Olathe	KS	True	Minnesota Golden Gophers	
Brevin Doll	['-', '-', '89', '89', '89', '89']	['-', '-', '89', '89', '89', '89']	['-', '-', '78', '78', '78', '78']	['-', '-', '5.0', '5.5', '5.5', '5.5']	RB	Adel	IA	True	Iowa Hawkeyes	
Brian Huff	['92', '92', '92', '92', '92', '90']	['88', '88', '88', '88', '88', '88']	['-', '-', '-', '-', '-', '-']	['5.8', '5.8', '5.0', '5.8', '5.8', '5.8']	LB	Jonesboro	AR	False	False	
Brian Robinson	['91', '91', '91', '91', '91', '92']	['90', '90', '90', '90', '90', '90']	['85', '85', '84', '84', '84', '84']	['5.8', '5.8', '5.0', '5.9', '5.9', '5.9']	EDGE	Austintown	OH	False	False	
Briley Brown	['-', '-', '-', '-', '-', '85']	['-', '-', '-', '-', '-', '87']	['-', '-', '-', '-', '-', '-']	['-', '-', '-', '-', '-', '-']	IOL	Helotes	TX	True	Utsa Roadrunners	
Britain Simmons	['-', '-', '87', '87', '87', '87']	['-', '-', '86', '86', '86', '86']	['-', '-', '-', '-', '-', '-']	['-', '-', '-', '-', '-', '-']	WR	Jasper	TX	False	False	
Brock Jackson	['-', '-', '86', '86', '86', '86']	['-', '-', '86', '86', '86', '86']	['-', '-', '-', '-', '-', '-']	['-', '-', '5.0', '5.8', '5.8', '5.8']	EDGE	Lumberton	TX	True	Baylor Bears	
Brody Barnhardt	['-', '-', '87', '87', '87', '87']	['-', '-', '87', '87', '87', '87']	['-', '-', '79', '79', '79', '79']	['-', '-', '5.0', '5.6', '5.6', '5.6']	S	Charlotte	NC	True	Nc State Wolfpack	
Brooklyn Cheek	['-', '-', '87', '87', '87', '88']	['-', '-', '87', '87', '87', '87']	['-', '-', '77', '77', '77', '77']	['-', '-', '5.0', '5.6', '5.6', '5.6']	S	Modesto	CA	True	California Golden Bears	
Bryan Jackson	['-', '-', '88', '88', '88', '88']	['-', '-', '86', '86', '86', '86']	['-', '-', '80', '80', '80', '80']	['-', '-', '5.0', '5.8', '5.8', '5.8']	RB	McKinney	TX	True	Usc Trojans	
Bryant Wesco	['96', '96', '96', '96', '96', '96']	['98', '98', '98', '98', '98', '98']	['88', '88', '88', '88', '88', '88']	['5.8', '5.8', '6.0', '6.0', '6.0', '6.0']	WR	Midlothian	TX	True	Clemson Tigers	
Bryce Cain	['-', '-', '89', '89', '89', '91']	['-', '-', '88', '88', '88', '88']	['-', '-', '78', '78', '78', '78']	['-', '-', '5.0', '5.5', '5.5', '5.5']	WR	Mobile	AL	True	Auburn Tigers	
Bryce West	['94', '94', '94', '94', '94', '94']	['91', '91', '92', '92', '92', '92']	['87', '87', '87', '87', '87', '87']	['6.0', '6.0', '6.0', '6.0', '6.0', '6.0']	CB	Cleveland	OH	False	False	
Bryce Young	['91', '91', '91', '91', '91', '91']	['88', '88', '88', '88', '88', '88']	['79', '79', '79', '79', '79', '79']	['5.8', '5.8', '5.0', '5.8', '5.8', '5.8']	EDGE	Charlotte	NC	True	Notre Dame Fighting Irish	
CJ Brown	['-', '-', '87', '87', '87', '88']	['-', '-', '88', '88', '88', '88']	['-', '-', '78', '78', '78', '78']	['-', '-', '5.0', '5.6', '5.6', '5.6']	WR	Bentonville	AR	True	Arkansas Razorbacks	
CJ Carr	['91', '91', '91', '91', '91', '91']	['96', '96', '96', '96', '96', '96']	['86', '86', '86', '86', '86', '86']	['6.0', '6.0', '6.0', '6.0', '6.0', '6.0']	QB	Saline	MI	True	Notre Dame Fighting Irish	
